GrantNumber,OutputId,Event,Date,Place,TargetGroup,Type,Url
175354,465C7985-A81D-4071-9A81-3FF5954462B8,"Round table on the integration and inclusion of migrants, European Commission against Racism and Intolerance (ECRI)",2019-02-11,"Bern, Switzerland",Other administration / public sector,Workshop,nan
175354,1CC419B6-C4E9-455B-B791-BAB9B14C4958,"Presentation “Racial profiling and refugees, Zusammenschluss der Sozialarbeitenden Bezirk Aarau, Cartias Aarau (CH)",2020-11-15,"Aarau, Switzerland",Other foundations / NGOs,Talk,nan
175354,5E523D86-ADD5-4DEE-9F17-D0E9B146B150,"Presentation and panel discussion “Racial Profiling in der Schweiz Kritik rassistischer Praktiken,” Wissenschaftliche und politische Perspektiven, Jahrestagung  Rat der Migration",2020-12-12,"Dresden, Germany",Other administration / public sector,Talk,https://www.kulturelle-integration.de/termin/online-tagung-jahrestagung-des-rats-fuer-migration-e-v-2020/
175354,9A72ECDD-F1CF-4CB6-B63C-86BB95666E75,Runden Tisch «Intergration»: Fokus Racial Profiling und Migration,2018-08-23,"Sicherheitsdirektion Kanton Basel- Landschaft, Fachbereich Integration, Liestal, Switzerland",Other administration / public sector,Talk,nan
175354,BF85A798-2C46-46CF-B07A-37CF41D581C8,The Role of Universities in Addressing Societal Challenges and Fostering Democracy,2021-03-26,"Akureyri, Iceland",Other administration / public sector,Talk,https://www.unak.is/english/trua-sc-fd
175354,B75BFF74-558A-4338-81F5-EBB8CCDA1B82,"Anti-Schwarzer Rassismus: Kontrollierte Körper, überwachte Mobilität und die Kunst der Intervention",2020-09-09,"Basel, Switzerland",Other foundations / NGOs,"Performances, exhibitions (e.g. for education institutions)",https://www.kaserne-basel.ch/de/spielplan/anti-schwarzer-rassismus-kontrollierte-korper-uberwachte-mobilitat-und-die-kunst-der-intervention/09-09-2020_20-00
175354,C87B999E-84C4-428B-B622-EE27D278E36E,Navigating Borders: How Rejected Asylum Seekers Resist Local Border Experience,2019-10-10,"Waterloo, Canada",Other foundations / NGOs,Talk,https://www.balsillieschool.ca/event/navigating-borders-how-rejected-asylum-seekers-resist-local-border-experience/
160716,CAAAF279-1C76-432B-88F2-BEDDDCDBCCBD,"« Les souffrances du jeune doctorant », séminaire de recherche de l’unité d’histoire suisse, Université de Genève,",2016-11-15,"Genève, Switzerland",Other administration / public sector,Talk,nan
170294,17CAC7A5-E53B-49F8-9416-9D3FD4A31AA9,EPFL 50 years' anniversary_Open Days,2019-09-14,"Lausanne, Switzerland",Industry / private companies,Poster,nan
120486,03C1AFBC-36C0-40C5-9203-F488D6128303,Swiss-Korean Science Days in Seoul: Cleantech for Green Growth,2010-09-09,Seoul (Korea),Industry and business; Other,nan,nan
167151,6942C301-43CD-443B-9AA1-C17230F7D35A,Information day for Mobility Lab of Sion,2019-09-11,"Sion, Switzerland",Industry / private companies,Self-organised,nan
167151,6CD7D80E-EE80-4C71-A454-68ABAED1D469,Information day for Mobility Lab of Sion,2018-05-18,"Sion, Switzerland",Industry / private companies,Self-organised,nan
132210,91F4EC87-1665-424E-AB58-A261E5C2E8BA,Dissoziales Verhalten bei Kindern und Jugendlichen in der Schule - Der Einfluss Gleichaltriger und Wege damit umzugehen,2013-03-22,Fribourg,Education,Self-organised,nan
147666,2CE9AE6B-40FC-46DD-A1AD-BA0527C6DC77,Zambon SpA business model workshop,2016-08-01,"Bresso, Italy",Industry / private companies,Workshop,nan
173128,D4870D49-B530-4F5E-9493-63D55EA3F163,Open lab for Gymnasium class,2017-09-01,"Lausanne, Switzerland",Other administration / public sector,Self-organised,nan
128089,403D0BD9-2F50-4225-9517-8AE81E4BE0FB,"Diversity of copper and gold deposits in the Eastern Europe Balkan, Carpathian and Rhodopean belts: tectonic, magmatic and geochronological investigations, Workshop including industry",2012-05-29,Stip/Macedonia,Education; Industry and business,Self-organised,nan
132292,23BA37C4-C89B-4B5C-AF63-D880FA6BEEDC,Transformation des émotions et construction de savoirs en éducation interculturelle : enjeux identitaires de l’éducation interculturelle dans les pratiques en classe,2012-05-01,"Université de Lausanne, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",http://www3.unil.ch/wpmu/esspace/2012/05/transformation-des-emotions/
132292,585E7F63-541C-443E-B8D8-5FF955A51832,"Transformation des émotions et construction de savoirs : analyse de pratiques de l’éducation interculturelle,",2012-06-08,"Université de Lausanne, Switzerland",Other administration / public sector,Talk,nan
170276,29470E18-98F9-43D3-A6F8-C549101C03B5,"Technology Briefing ""Nano- und mikrostrukturierte Beschichtungen und Oberflächen""",2018-01-24,"Dübendorf, Switzerland",Industry / private companies,Talk,nan
170276,FDC163E5-81AB-4DC6-B524-1E902D085176,Novacentrix seminar,2019-09-26,"Fribourg, Switzerland",Industry / private companies,Talk,nan
170276,87294EC8-0451-4CAD-B612-5D755103548C,Seminar: Thin film Materials & Technologies for a Sustainable Future,2019-09-05,"Moscow, Russia",Other foundations / NGOs,Talk,https://crei.skoltech.ru/cpqm/2019/09/05/empa-thin-film-materials-amp-technologies-for-a-sustainable-future-by-evgeniia-p-gilshtein/
175354,3502EF6D-424E-4DE0-A2C9-976812FECF91,"Disparate Crossings, Desperate Crossings: Interrogating the Racialized Dimensions of Migration in Europe",2018-04-21,"Manetti Shrem Museum, Davis, United States of America",Other administration / public sector,Talk,http://borderstudies.ucdavis.edu/april-events-details/
179667,AC4ACE85-F593-4439-98BA-254A7F6C2E0D,"Rehabilitation – was sich zu wissen lohnt. Vortrag Aktuelles Thema, Felix Platter Basel; 4.9.2019",2019-09-04,"Basel, Switzerland",Other administration / public sector,Talk,nan
179667,367A17F4-ED62-43B7-B268-A5001DEEA962,Architecture and Stroke Rehabilitation,2019-11-07,"Zürich, Switzerland",Other administration / public sector,Talk,nan
191023,E89EEB21-D598-4B1B-972C-351F86CAAEE9,"Lecture on ""Le Vodou haïtien dans la littérature” given in the Beaulieu high school",2020-09-30,"Lausanne, Switzerland",Other administration / public sector,Talk,nan
191023,BAEDCA0E-CC21-4EE0-A07D-F05C19E7575F,"Internal training at the Genevan Association for Ethnopsychiatry, invited by Dr Franceline James.",2021-04-17,"Geneva, Switzerland",Other foundations / NGOs,Workshop,nan
155841,73F0FA86-F001-4D1F-AC1C-E9AEA259FFCF,"Achilles 2017: search and rescue demonstration, Epeisses, Geneva, May, 2017, 260 visitors",2017-05-01,"Epeisses, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
155841,A9D8A8E5-4477-43B3-92E9-3EC26D08F25B,"International Symposium on Safety, Security and Rescue Robotics 2016",2016-10-01,"Lausanne, Switzerland",Industry / private companies,"Performances, exhibitions (e.g. for education institutions)",nan
155841,8BB5EA61-2165-4AEB-A7C2-FCACFC5F1B6C,"ARCHE search and rescue demo, Bern, July 5, 2018, 300 visitors",2018-07-05,"Wangen an der Aare, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
155841,CF9BFF6D-6787-406A-B84C-D98991067571,"SHERPA summer school, June, Trento, Italy 2016",2016-06-01,"Trento, Italy",Other administration / public sector,Talk,nan
155841,E6B5C3E7-B1A0-47A7-904D-D7AB1DE92B61,"SPIE conference, Orlando, April, 2018 (keynote speaker)",2018-04-01,"Orlando, United States of America",Industry / private companies,Talk,nan
155841,19992646-3769-4619-B349-9E874F321B25,"Smart Maintenance Conference, Zurich, September, 2019. (keynote speaker)",2019-09-01,"Zurich, Switzerland",Industry / private companies,Talk,nan
155841,1672DD24-35D0-4FBE-888A-5FD4E6EF8492,"Microsoft Research invited talk, Microsoft Research Headquarters, Seattle, USA, Sep. 2017",2017-09-01,"Seattle, United States of America",Industry / private companies,Talk,nan
155841,2054C929-4666-4330-9C13-5CDB0FE7EAD6,"Mohammed bin al Zayed competition, Abu Dhabi, Emirate, Mar. 2017",2017-03-01,"Abu Dhabi, United Arab Emirates",Industry / private companies,Talk,nan
155841,8079E484-91F8-465C-A0FC-60C1C2BD2657,"International Micro Aerial Vehicle Conference, Madrid, October, 2019 (keynote speaker)",2019-10-01,"Madrid, Spain",Industry / private companies,Talk,nan
150183,253ACA8C-C4E2-4E55-8B55-213390F9CB12,"Kirchenbau und religiöse Kunst in konfessioneller, ökumenischer und interreligiöser Perspektive am Beispiel von St. Gallen",2016-06-07,"St. Gallen, Switzerland",Other administration / public sector,Talk,nan
150183,5A2C4D1E-54EA-48E8-8341-24117B81DF28,Die Kornfeldkirche in Riehen,2014-09-13,"Riehen, Switzerland",Other administration / public sector,Talk,nan
150183,C4653EA5-C888-426E-922E-277DC234DFE8,Was darf Kirche?,2015-10-23,"Bern, Switzerland",Other administration / public sector,Talk,nan
152360,BC822646-093A-485D-AC03-09A9DDF0ED40,The 21st International Symposium on Radiopharmaceutical Sciences,2015-05-26,"Columbia, Missouri, United States of America",Industry / private companies,Poster,http://isrs2015.org/
135067,BB5B4E2E-39C5-4AA4-8446-A2B853F441CD,United Nations Framework Convention on Climate Change COP,2012-11-26,"Doha, Qatar",Other administration / public sector,Talk,nan
135067,6FDDE0AA-713A-46A9-845E-266444114C9A,United Nations Framework Convention on Climate Change,2011-11-07,"Cancun, Mexico",Other administration / public sector,Talk,nan
162837,E829A725-D287-4B11-A3F5-5F6655D8FE17,9th Summer Institute in Statistics and Modeling in Infectious Diseases (SISMID),2017-07-10,"University of Washington, Seattle, United States of America",Other administration / public sector,Workshop,https://globalbiodefense.com/event/summer-institute-statistics-modeling-infectious-diseases-sismid/
127177,9B1B1AFD-DE73-453F-BDA9-5EB35DB82C71,European Molecular Biology Organization Labcourse 2010. Viral Vectors in Gene Therapy: Applications & Novel Production Methods.,2010-08-26,"Kuopio, Finlande",Education,nan,nan
144011,5E4E3EA7-D4C0-42C1-8E78-218C2283C41D,Gipfelflora im Klimawandel,2014-10-03,"Davos, Switzerland",Other foundations / NGOs,Talk,nan
144011,068FE3DF-FE80-4EE7-B72F-DFE58C040C56,Alpine Flora im Wandel,2015-02-12,"Chur, Switzerland",Other foundations / NGOs,Talk,nan
132675,46457D84-9C05-45E7-B341-23ACFD728199,"Journée de formation continues ""Le rôle de la police en prévention""",2010-01-14,"Lausanne, Switzerland",Administration / politics,nan,nan
150344,5EDC3194-7057-4972-897F-632436CC30C3,Dozentin Spiritual Care im Ausbildungsgang Fachmann/-frau für Langzeitpflege,2017-06-30,"Curaviva Schweiz, St. Gallen, Switzerland",Industry / private companies,Talk,nan
150344,8B987EBB-B05F-4A0C-83C3-5D6592F293FB,Dozentin im CAS-Modul Spiritual Care aus der Sicht der Pflege,2015-09-12,"Universität Bern , Switzerland",Industry / private companies,Talk,nan
144175,904B844F-6DDE-443E-9B73-9A93AE6F824D,Körperliche Aktivität bei CF,2016-04-09,"Bern, Switzerland",Other foundations / NGOs,Talk,nan
147315,DB322F22-9155-4D2C-84C0-5BD7282AB7C0,"Séminaire de master ""Enjeux de la diversité linguistique pour les mondes économique, éducatif et politique",2014-09-18,"Université de Lausanne, Switzerland",Other administration / public sector,Self-organised,nan
169359,917194BA-811D-41C9-BC84-D878478548A7,CAS Regenerative materials,2020-03-02,"ETH Zürich, Switzerland",Industry / private companies,Talk,https://sc.ibi.ethz.ch/en/education/cas-regenerative-materials.html
155841,DBDCDA49-3EF5-4CB2-AEB5-E0A420CBA2EA,"20th Robocup Symposium, Leipzig, July 2016 (keynote speaker)",2016-07-01,"Leipzing, Germany",Industry / private companies,Talk,nan
155841,5AEC5BCE-A385-45BA-B27D-36C2D34A7282,"Inauguration of the Duebendorf InnoPark, March 2, 2018, 300 visitors",2018-03-02,"Duebendorf, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
155841,2FCE1D4A-F439-4A3B-99CA-34C964D9EF37,"Robotics Research in Switzerland, Kilometro Rosso, Bergamo, Nov. 13, 2018, Italy (keynote speaker)",2018-11-13,"Bergamo, Italy",Industry / private companies,Talk,nan
155841,5110BFA8-2720-4072-9D73-ADF84C7484B2,"IST Austria's Young Scientists Symposium, IST, Vienna, May 4, 2018 (plenary speaker)",2018-05-04,"Vienna, Austria",Other administration / public sector,Talk,nan
155841,DDA287CD-2F7D-45BD-B373-B23737100DD9,"CORL’18 conference, Zurich 29-31 Oct. 2018, 400 visitors",2018-10-29,"Zurich, Switzerland",Industry / private companies,"Performances, exhibitions (e.g. for education institutions)",nan
155841,9ED4C70F-4895-46FE-AC0F-B5A372668D7B,"100 Ways of Thinking, Zurich, Kunsthalle, Sep. 2018, 500 visitors",2018-09-01,"Zurich, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
155841,FE5B8924-7B2F-453E-BE79-F2732A525BF6,"Computer Vision Summer School, Udine, June 29, 2020, virtual (keynote speaker)",2020-06-29,"virtual, Italy",Industry / private companies,Talk,nan
155841,C8D7F74C-5E30-4F95-9A9C-C4F88C5E77A7,"NCCR Industry Day 2016, Lausanne, Nov. 2016, 500 visitors",2016-11-04,"Lausanne, Switzerland",Industry / private companies,"Performances, exhibitions (e.g. for education institutions)",nan
155841,57A2E373-676A-46F4-881E-C905417B2FBA,"Amazon invited talk (Amazon headquarters), Seattle, USA, Sep. 2017",2017-09-01,"Seattle, United States of America",Industry / private companies,Talk,nan
155841,CC12E0F9-9E54-40FF-B0E4-4AAA64C38680,"Dronitaly, July 16, 2020, virtual (keynote speaker)",2020-07-16,"virtual, Italy",Industry / private companies,Talk,nan
155841,204CD794-0D1D-4D7F-9024-D3F08F43CC31,"NCCR Industry Day 2017, Lausanne, Nov. 2017, 500 visitors",2017-11-04,"Lausanne, Switzerland",Industry / private companies,"Performances, exhibitions (e.g. for education institutions)",nan
155841,8AA403ED-A5D3-4411-82B5-CE003547EB1D,"United Nations, expert group on New Trends and Technologies, Geneva, April, 2019. (keynote speaker)",2019-04-01,"geneva, Switzerland",Other administration / public sector,Talk,nan
155841,DFA25768-2307-4DE7-96B4-989D88983B93,"ERF18 Workshop on Aerial Robotics for Industrial Inspection, Tampere, Mar., 2018 (keynote speaker)",2018-03-01,"Tampere, Finland",Industry / private companies,Talk,nan
155841,975CCD22-10E2-424D-B0BA-5B7608DDD07B,"Scientifica 2017, 01-03 Sep. 2017, 20,000 visitors",2017-09-01,"Zurich, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
155841,D80FB890-D479-42B5-A55E-91CFBA67D659,"NCCR Industry Day 2018, Lausanne, Nov. 2018, 200 visitors",2018-11-04,"Lausanne, Switzerland",Industry / private companies,"Performances, exhibitions (e.g. for education institutions)",nan
155841,871A4D39-9509-40CF-8569-1AD1BCB8DD57,"NCCR Robotics Industry Day, Zurich, November, 2016 (keynote speaker)",2016-11-01,"Zurich, Switzerland",Industry / private companies,Talk,nan
155841,67010A73-8C57-4DEA-BC92-18DEA7634DB4,"United Nations, Technology Development workshop, November 11, 2020, virtual (keynote speaker)",2020-11-11,"virtual, Switzerland",Other administration / public sector,Talk,nan
155841,86E236E1-1196-4284-9FED-1687EC450178,"European Robotics Forum, Edinburgh, UK, Mar. 2017",2017-03-01,"Edinburgh, Great Britain and Northern Ireland",Industry / private companies,Talk,nan
155841,B1C000A8-447C-459B-A062-547B6FCB0DD6,"Huawei Video Summit, September 10, 2020, virtual (keynote speaker)",2020-09-10,"virtual, Finland",Industry / private companies,Talk,nan
155841,C1FA02AE-D2A9-45BE-940A-52D77268C104,"BMVA Summer School, Lincoln, UK, June, 2017",2017-06-01,"Lincoln, Great Britain and Northern Ireland",Other administration / public sector,Talk,nan
155841,B4F32DAC-EC49-42B2-8CF3-57C7D28F5AA6,"Swiss Post Annual IT conference (700 people), Bern, Switzerland (keynote speaker)",2017-09-01,"Bern, Switzerland",Other administration / public sector,Talk,nan
155841,1218DF5F-309A-4877-A943-6955B12F959C,"University of Sao Paulo, Brazilian Symposium on Robotics and Mechatronics, May, 2016 (plenary speaker)",2016-05-01,"Sao Paulo, Brazil",Industry / private companies,Talk,nan
155841,BE56D15E-B5D3-4281-9774-03CECB16FF62,"Machine Intelligence Summit, Berlin, June 2016 (keynote speaker)",2016-06-01,"Berlin, Germany",Industry / private companies,Talk,nan
155841,4F745C97-E804-448D-9510-05F59206A731,"NCCR Industry Day 2019, Lausanne, Nov. 2019, 200 visitors",2019-11-04,"Lausanne, Switzerland",Industry / private companies,"Performances, exhibitions (e.g. for education institutions)",nan
155841,38E3D46D-C367-44E5-8481-E1C61EA0082F,"25th International Humanitarian & Security Conference, October 2, 2020, Geneva (keynote speaker)",2020-10-02,"Geneva, Switzerland",Industry / private companies,Talk,nan
155841,DBDC9D87-1133-4BA6-A2A8-E1F529A442C5,"FSR’17 conference, Zurich, Switzerland, Sep. 2017, 200 visitors",2017-09-01,"Zurich, Switzerland",Industry / private companies,"Performances, exhibitions (e.g. for education institutions)",nan
155841,FE543424-F924-448F-9DC2-AC572984C95E,"Australian Robotic Vision Summer School, Canberra, March, 2017 (keynote speaker)",2017-03-01,"Kiola, Australia",Other administration / public sector,Talk,nan
175061,97E7E43F-33C9-4C5D-925D-E70E272A8A14,"Meeting between UN Leaders, the University of Geneva and Geneva Science Policy Interface",2018-10-04,"Campus Biotech - Genève, Switzerland",Other foundations / NGOs,Talk,nan
141330,5C15DE15-95CC-4F90-9A76-5F2F30CC9B9E,Forschungsseminar: Mobilitäten,2016-09-26,"Universität Basel, Switzerland",Other administration / public sector,Workshop,nan
165684,1C490F2B-3D1D-472D-9646-9C050A3A5E04,Scientific Writing and PublishingPapers in Planetary Sciences,2017-09-18,"Riga, Latvia",Other administration / public sector,Talk,https://meetingorganizer.copernicus.org/EPSC2017/sessionprogramme
144935,ADA9ACFD-1B06-4426-801E-09F28C49A2C8,Behandlung der Blasenschwäche: Was bringt uns die Zukunft,2012-10-24,"Zürich, Switzerland",Other administration / public sector,nan,nan
144935,5B404133-2526-41B6-AF1E-20D5A8641392,COSTBM1209 (European Cooperation in Science and Technology) Meeting,2014-04-10,"Stockholm, Sweden",Other administration / public sector,nan,http://www.cost.eu
146639,914980D9-A65D-4866-B89E-5BDC3F3576C5,Weiterbildung Kantonsspital Luzern,2016-10-19,"Lucerne, Switzerland",Other administration / public sector,Talk,nan
169426,744C041B-A2D8-424F-9A18-60836703CCEC,Startup Weekend Zurich,2017-11-10,"Zurich, Switzerland",Industry / private companies,Workshop,nan
169426,53F413CF-1B16-4163-93CD-6258BF52E577,Understanding New Venture Teams: Findings from Startup Weekends,2018-11-15,"Zurich, Switzerland",Industry / private companies,Talk,nan
169426,2C29858E-867C-417F-8D04-668E8C18C95A,TEG Munich: Startup Weekend,2018-04-20,"Munich, Germany",Industry / private companies,Workshop,nan
145270,5771B081-9396-47D5-A8E7-A0388C8F1D43,Tutorial: Insightful Automatic Performance Modeling,2015-10-16,"Austin, United States of America",Other administration / public sector,Workshop,nan
145270,00736B62-8895-4EBC-827F-DBAA530E7701,Tutorial: Insightful Automatic Performance Modeling,2015-09-21,"Bordeaux, France",Other administration / public sector,Workshop,https://eurompi2015.bordeaux.inria.fr/event/tutorial-3-felix-wolf/
167208,01A992B5-C446-4A95-99F0-956F0498F5A9,CHRO Roundtable,2017-10-27,"Regensdorf (SAP), Switzerland",Industry / private companies,Talk,nan
167208,DFFCE780-4515-441D-AC9B-CD87FB52DD93,Wolfsburger Gespräche der IG Metall und der Evangelischen Kirche,2018-04-11,"Wolfsburg , Germany",Industry / private companies,Talk,https://www.landeskirche-hannovers.de/evlka-de/wir-ueber-uns/sprengel-kirchenkreise/sprengel-lueneburg/Nachrichten-subhome/pressemitteilungen/2018/2018-08-16
167208,0AF3BE9B-EFEB-4BCD-8550-E94D7D800813,Big Data on the workplace,2018-10-16,"Zürich , Switzerland",Industry / private companies,Self-organised,http://www.nfp75.ch/en/Events/Pages/180711-agenda-big-data-on-the-workplace.aspx
167208,885EF223-4F88-4031-82F5-D830489097A0,NFP75 Sounding Board Meeting - Business Excellence and Big Data in Human Resource Management – Results from our Swiss People Management Analytics Benchmarking Survey,2018-09-26,"St. Gallen , Switzerland",Industry / private companies,Self-organised,nan
167208,38807370-4D2C-40F2-9B3E-624187F29079,"ConnexHR (HSG Alumni) ""Business Excellence and Big Data in Human”",2018-10-09,"St. Gallen , Switzerland",Industry / private companies,Talk,nan
175061,017428AC-EB71-4F8F-9A78-3B383E0BFC09,"""Approches scientifiques sur le rôle des émotions dans les conflits pour les médiateurs""- workshop",2018-09-16,"Genève, Switzerland",Other administration / public sector,Self-organised,nan
175061,E862B7A8-A198-494F-BC46-65BCB694B9FA,Basel Peace Forum,2018-01-14,"Basel, Switzerland",Other foundations / NGOs,Workshop,nan
175061,72B7F62C-5A5E-4FCA-99D3-2D71B2725196,Mediator Breakfast of the Chambre Suisse de Médiation Commerciale,2018-01-10,"Genève, Switzerland",Other administration / public sector,Talk,nan
170404,D9F20CFA-5116-415F-98FE-C2246AA1AD51,Leistungsmessung zwischen Bildungsmonitoring und Lernförderung (Podiumsdiskussion),2019-01-18,"Bern, Switzerland",Other administration / public sector,Talk,nan
170404,328B1FBF-42B4-4A1D-9963-0AF7E047B4D2,Herausforderungen für das bernische Bildungssystem aus der Sicht der Forschung,2020-01-28,"Bern, Switzerland",Other administration / public sector,Talk,nan
170404,95D8A592-52E6-4558-B3A5-EE508A7B0821,"Gesprächsreihe ""Geschlecht - Bildung - Profession""",2019-10-23,"Solothurn, Switzerland",Other administration / public sector,Talk,nan
170404,119F58DD-5E0F-4254-89A9-EB37273F0F2E,17. Bildungstag Jugendarbeit Graubünden:  Ohne Erstausbildung = ein Risikofaktor?! Chancen und Zugänge der Kinder- und Jugendförderung,2019-10-03,"Chur, Switzerland",Other administration / public sector,Talk,nan
170404,487C175D-B328-4C6B-84F6-F32D61038705,Das Versprechen der Bildung ll - inwiefern und wie wird es eingelöst?,2018-01-11,"Solothurn, Switzerland",Other administration / public sector,Talk,nan
170404,8DB24B11-FF23-4D59-9D9D-6F750D15235D,"SAGW-Transfer-Veranstaltung ""Übergänge von der Sekundar- zur Tertiärstufe""",2019-05-23,"Fribourg, Switzerland",Other administration / public sector,Talk,https://sagw.ch/sagw/archiv/veranstaltungen/follow-up-2019/tagung-uebergaenge-von-der-sekundaer-zur-tertiaerstufe-23-mai-2019-fribourg/
137115,9EE6DFFC-6032-4FB3-A4CB-FF291A13E88F,"Gründungsmitglied der ""Special Interest Group für University Teacher Education"" als Teil des Swiss Faculty Development Network (SFDN)",2015-03-12,"Zürich, Switzerland",Other administration / public sector,Workshop,nan
158302,C8AFD4FA-4261-4D84-8E04-7F9D983C982A,"Retirement Ceremony for Professor Georg Buechel, Jena University",2016-10-14,"Jena, Germany",Other administration / public sector,Talk,nan
167442,2805C57C-EC84-428D-8840-5F02BE7EBE04,Meeting with Scientific Advisory Board,2019-01-08,"Basel, Switzerland",Other administration / public sector,Self-organised,nan
167442,79FB1DF1-8A41-413A-BC5D-C50F1D377729,6. Novemberkongress von santésuisse,2020-11-06,"Bern, Switzerland",Industry / private companies,Talk,https://www.santesuisse.ch/novemberkongress
162305,A1A6D05A-2531-4564-B1D3-7B7FE3914D2E,Workshop: Construções em Movimento / Moving Constructions,2019-02-19,"Lissabon, Portugal",Other administration / public sector,Self-organised,nan
162305,A103E992-C355-4B54-BEE2-468027B4CC0E,"Paris-Exkursion ""Impressionismus"" [Gym. Oberwil / Co-Organisation, -Durchführung, aktive Beiträge zu Kunst-, Kultur- und Stadtgesch.]",2018-05-04,"Paris, France",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
167208,CDC3F972-3456-4F66-8AA3-0CB65696B133,Ingenieurrechtstag der Ingenieurkammer Niedersachsen,2018-10-30,"Hannover, Germany",Industry / private companies,Talk,https://www.ingenieurkammer.de/aktuelles/veranstaltungen/ingenieurrechtstag-2018/
167208,A874BCDA-01FC-45A0-8471-AF6CA7EAF440,CM-HSG; CAS (HSG) in Compliance Management. “ New Technology Control und Vertrauen – Wie können datafizierte Compliance und Vertrauen Hand in Hand gehen?“,2019-03-21,"St. Gallen , Switzerland",Industry / private companies,Workshop,nan
167208,750DAB94-E0B6-472A-8CF1-710CDC9690D5,Axa Tagung „Future Workforce Engineering” “HR-Tech: Becoming a Digital Champion“,2019-02-05,"Winterthur, Switzerland",Industry / private companies,Talk,nan
167208,CD27BEBE-6B84-4097-BED9-349C6C5C8F5F,Sounding Board Meeting,2017-06-23,"Zürich, Switzerland",Industry / private companies,Workshop,nan
167208,073DB79A-863E-4BA7-9B72-C7217CC5271F,PWC Workshop - Results from our Swiss PMA Benchmarking Survey,2018-10-10,"Zürich , Switzerland",Industry / private companies,Talk,nan
167208,63AD5888-F083-475B-8F6B-8877A5E47BF2,HR Trends,2018-06-07,"Zürich , Switzerland",Industry / private companies,Talk,https://magazin.hsgfocus.ch/hsg-focus-2-2018-medien-x-0/artikel/termine-anlaesse-12808
167208,01CBD942-E595-4012-A7D5-F40CDDC2A2CA,"Data Protection in Labour Law ""Automatisierung der Führung""",2018-05-22,"Zürich , Switzerland",Industry / private companies,Talk,nan
167208,6C9739B0-6EF2-409A-9D84-097A636F5190,"ZHAW Workshop - Automatisierung der Führung. Rechtliche, ethische und personalpolitische Fragen",2018-11-07,"Winterthur, Switzerland",Industry / private companies,Talk,nan
167208,DFBA826D-C91E-4C7E-93D1-7025A3D2B261,HSG Kick-off Days Workshop „New Technologies at the Workplace – Emerging Trends and Rising Issues for Human Resource Management”,2018-09-14,"St. Gallen , Switzerland",Other administration / public sector,Workshop,https://www.unisg.ch/de/studium/master/allgemeineinformationen/hsg-kick-off-days
167208,F58C69EE-19FD-4804-9AB6-E39E744D7DD3,Datenschutz im Arbeitsrecht,2018-05-03,"Zürich , Switzerland",Industry / private companies,Talk,https://www.es.unisg.ch/de/programme/datenschutz-im-arbeitsrecht
167208,153C60BE-C6D6-4571-8AB7-3D9520B90427,Conference AWA -  „Wettbewerbsvorteil Vertrauen: Einsatz zwischen Stress und Roboterfurcht“,2019-03-13,"Zürich , Switzerland",Industry / private companies,Talk,https://awa.zh.ch/internet/volkswirtschaftsdirektion/awa/de/home.html
167208,983BB981-C935-401B-BA27-C0888522CAF3,"SATW Panel discussion, ""Mensch gegen Maschine"",",2018-09-20,"Zürich, Switzerland",Industry / private companies,Talk,https://www.satw.ch/
167208,E5F66011-0CC2-4F41-8932-FD435855B8DD,CAS in HR Value Creation,2018-05-23,"St. Galen , Switzerland",Industry / private companies,Self-organised,https://www.hr-seminar.ch/
152497,32D1FAE1-3271-43F3-B757-D5173EEE070A,Final Project Conferebce,2017-06-30,"Skopje, Macedonia",Other administration / public sector,Workshop,nan
177322,63FCE9D6-CBCB-4696-8B9D-E054F320CE4F,Stakeholder Meeting Focus Group Discussion - Nepal II,2020-04-16,"Kathmandu Kirtipur, Nepal",Other administration / public sector,Self-organised,nan
177322,71120C8C-E923-441B-BA1B-510A54C3824C,Workshop for Local Authorities - Waste Management - Sri Lanka,2020-03-06,"Gampha District - Sri Lanka, Sri Lanka",Other administration / public sector,Self-organised,nan
177322,8A9F0058-6443-4BF5-84A3-EFCF0CC21D91,Project Progress Meeting - Including local Stakeholders,2021-01-15,"Virtual Space  - Online Progress Meeting, Switzerland",Other administration / public sector,Self-organised,nan
177322,CBD7B415-AC4B-42EB-893A-37076B00F368,"Stakeholder Meeting - Embassy of Switzerland, Swiss Agency for Development and Cooperation",2020-01-13,"Kathmandu , Nepal",Other administration / public sector,Self-organised,nan
177322,1B47D5BB-E6BD-4B0B-8201-759035C2162F,Stakeholder Meeting India -I,2019-01-18,"Trivandrum , India",Other administration / public sector,Self-organised,nan
177322,AD17F6B9-22E3-4885-8933-76A777711037,"Stakeholder Workshop ""Solid Waste Managment in Nepal: Challenges and Lessons""- Nepal I",2019-03-25,"Kathmandu , Nepal",Other administration / public sector,Self-organised,nan
